Title,rating,reviewCount,website,phoneNumber,address,monday,tuesday,wednesday,thursday,friday,saturday,sunday,latitude,longitude
The Burrow Tattoo Studio,,,https://www.instagram.com/jackelopeart/,+27 71 872 1019,60 Davidson St - Fairland - Johannesburg - 2030 - South Africa,"9a.m. - 2p.m., 4 - 11p.m.","9a.m. - 2p.m., 4 - 11p.m.","9a.m. - 2p.m., 4 - 11p.m.","9a.m. - 2p.m., 4 - 11p.m.",9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,-26.148937500000002,27.9375625
Cobra Kc Tattoos (Ckct),4.9,14,,+27 83 293 8390,Gemelli - Main Rd - Bryanston - Sandton - South Africa,Closed,9:30a.m. - 5p.m.,9:30a.m. - 5p.m.,9:30a.m. - 5p.m.,9:30a.m. - 5p.m.,9:30a.m. - 5p.m.,9:30a.m. - 5p.m.,-26.052062500000005,28.023062499999995
Soulstice Ink,5.0,1,https://www.instagram.com/soulstice.ink/,+27 64 909 2482,43 Niven Ave - Douglasdale - Johannesburg - 2191 - South Africa,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5a.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,Closed,-26.048562499999996,27.994687499999984
Last Tem'Tation Tattoos,4.1,14,,+27 71 779 2923,2574 Motloung Section - masakane street - katlehong - johannesburg - 1431 - South Africa,8a.m. - 8p.m.,8a.m. - 8p.m.,8a.m. - 8p.m.,8a.m. - 8p.m.,8a.m. - 8p.m.,8a.m. - 8p.m.,8a.m. - 7p.m.,-26.3169375,28.15793749999999
Blake'S Tattoos,2.0,1,,+27 61 706 2205,23 Frederick Cooper Dr - Kenmare - Johannesburg - 2001 - South Africa,8p.m. - 12a.m.,12a.m. - 5p.m.,8a.m. - 5p.m.,8a.m. - 5p.m.,8a.m. - 5p.m.,8a.m. - 5p.m.,8a.m. - 5p.m.,-26.1114375,27.815562499999984
Playas Ink,,,,+27 11 432 4056,19 Vorster Ave - Glenanda - Johannesburg - 2091 - South Africa,,,,,,,,-26.2698125,28.035562499999983
Dark Side Tattoo Collective,5.0,2,,,3 Andre St - Glenanda - Johannesburg South - 2091 - South Africa,,,,,,,,-26.2674375,28.03568750000001
Romans Tattoo And Piercing,4.8,97,romanstattoo.co.za,+27 76 373 7380,Shop A23 Northview Shopping center Northriding - Northriding - 2188 - South Africa,Closed,9a.m. - 8p.m.,9a.m. - 8p.m.,9a.m. - 8p.m.,9a.m. - 8p.m.,9a.m. - 6p.m.,9a.m. - 3p.m.,-26.0604375,27.953812499999984
B. Ink,,,https://msha.ke/b.ink/,+27 78 118 9076,33Ave - Goldman St - Florida - Johannesburg - 1709 - South Africa,10a.m. - 4p.m.,10a.m. - 4p.m.,10a.m. - 4p.m.,10a.m. - 4p.m.,10a.m. - 4p.m.,Closed,10a.m. - 4p.m.,-26.172062500000003,27.911562499999988
First Light Tattoo,,,firstlighttattoo.co.za,+27 82 080 6064,8th Ave - Melville - Johannesburg - 2092 - South Africa,,,,,,,,,
La Tattoos Chris,4.8,45,,+27 78 210 7257,973 Plaza Rd - Florida - Roodepoort - 1709 - South Africa,,,,,,,,-26.172312500000004,27.909687500000004
Royal Tattoos (Pty) Ltd,4.7,17,https://royal-tattoos-and-smokers.business.site/?utm_source=gmb&utm_medium=referral,+27 83 566 5126,Cemetery Rd - Bram Fischerville - Soweto - 1875 - South Africa,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,-26.1925625,27.8678125
Kevins Kustom Tattoo,5.0,1,,+27 11 782 9542,Shop 14 Northcliff Square - Cnr Beyers Naude & Milner Road - Northcliff - Randburg - 2195 - South Africa,,,,,,,,-26.145312500000003,27.9844375
Drip Ink Tattoo Salon,2.0,1,https://drip-ink-tattoo-salon.business.site/?utm_source=gmb&utm_medium=referral,+27 64 423 5983,3129 Khowane THOKOZA - Everest Section - Johannesburg - Alberton - 1426 - South Africa,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,-26.3581875,28.141937499999997
Melanin Black Tattoos And Body Piercings,5.0,2,https://www.instagram.com/kgosicanfly/,+27 63 620 2167,26 Bream St - Gillview - Johannesburg - 2091 - South Africa,Closed,9:30a.m. - 5:30p.m.,9:30a.m. - 5:30p.m.,9:30a.m. - 5:30p.m.,10a.m. - 7p.m.,10a.m. - 7p.m.,Closed,-26.2635625,28.024937500000007
Bold Ronin Tattoo And Piercing,,,boldronin.co.za,+27 64 673 7989,Kliprivier Dr - Mulbarton - Johannesburg - 2190 - South Africa,Closed,Closed,Closed,Closed,Closed,9a.m. - 4p.m.,9a.m. - 4p.m.,-26.295812500000004,28.0493125
The Tattoo Studio,,,,,18D Derrick Ave - Cyrildene - Johannesburg - 2198 - South Africa,,,,,,,,-26.1781875,28.099812500000027
Ravayjah Tattoos,4.7,3,,+27 61 927 1400,2544 Selborne St - Alexandra - 2014 - South Africa,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,-26.103812499999997,28.105187499999985
Rockville Ink Tattoos,4.5,2,,+27 73 577 4535,1866 Mohobe St - Moroka - Soweto - 1818 - South Africa,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,-26.2629375,27.87418749999999
Tattoo And Microshading Salon,5.0,3,tattoosbytshepo.co.za,+27 62 241 5237,210 Commissioner St - Johannesburg - 2001 - South Africa,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,-26.204437499999997,28.05243750000001
Jayone.Ink Tattoo Studio,5.0,3,,,2736A Zwelitsha St - Zola - Soweto - 1868 - South Africa,9:30a.m. - 8p.m.,9:30a.m. - 8p.m.,9:30a.m. - 8p.m.,9:30a.m. - 8p.m.,Open 24 hours,Open 24 hours,9:30a.m. - 4p.m.,-26.2439375,27.846437499999993
Dowga Ink Tattoo Studio,3.8,4,,,108 President St - Germiston - Johannesburg - 1401 - South Africa,,,,,,,,-26.217312500000006,28.16556249999998
Legacy Inc Tattoo & Piercing Studio,,,,+27 82 821 3890,101 Nelson Mandela Ave - Randhart - Alberton - 1449 - South Africa,,,,,,,,-26.2866875,28.105937499999996
Tattoos Stokacover Up,1.0,1,,+27 83 589 4718,Human St - Krugersdorp - Johannesburg - 1739 - South Africa,,,,,,,,-26.1036875,27.772562500000006
Old School Ink,,,,+27 84 459 8853,75 3rd Ave - Roodepoort North - Johannesburg - 1724 - South Africa,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,-26.162437500000003,27.87668749999999
Classy Ink Tattoos & Piercing,3.0,1,,+27 73 831 3807,32 Murray Rd - Kibler Park - Johannesburg South - 2091 - South Africa,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 2p.m.,-26.285687499999995,28.096437499999993
Wild Rose Tattoo Studio,5.0,9,,+27 63 501 5046,224 Rondebult Rd - Libradene - Boksburg - 1459 - South Africa,Closed,8a.m. - 5p.m.,8a.m. - 5p.m.,8a.m. - 5p.m.,8a.m. - 5p.m.,9a.m. - 4p.m.,9a.m. - 3p.m.,-26.245312500000004,28.24681249999996
Street Ink Sa (Tattoos & Piercings),4.7,3,https://street-ink-sa-tattoos-piercings.business.site/,+27 78 075 8482,8216 Makhetha St - Orlando West - Soweto - 1804 - South Africa,Closed,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6a.m.,12 - 4p.m.,-26.2370625,27.908312500000008
Bezyinktattooz,,,,+27 78 329 0257,No - 3114 - Likole - Johannesburg - 1432 - South Africa,,,,,,,,-26.3714375,28.159187499999987
Sin On Skin,4.8,146,,+27 83 700 0459,Glenwood Village - Glenwood - Durban - 4083 - South Africa,9a.m. - 4p.m.,9a.m. - 4p.m.,9a.m. - 4p.m.,9a.m. - 4p.m.,9a.m. - 4p.m.,8:30a.m. - 2p.m.,Closed,-29.8545625,30.997437499999975
Monsta Ink Ushaka,4.0,76,monstaink.co.za,+27 68 186 6657,Shop D14A - Ushaka Marine World - 15 Southampton St - Durban Central - Durban - 4001 - South Africa,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 5p.m.,-29.8689375,31.046187499999988
Trade Mark Tattoo,4.8,185,https://www.trademarktattoos.com/,+27 31 303 8713,295 Florida Rd - Windermere - Berea - 4001 - South Africa,11a.m. - 6p.m.,11a.m. - 6p.m.,11a.m. - 6p.m.,11a.m. - 6p.m.,11a.m. - 6p.m.,11a.m. - 4p.m.,Closed,-29.830062500000004,31.012312499999993
Monsta Ink Pavilion,4.4,107,https://www.monstaink.co.za/,+27 68 122 5205,s - The Pavilion - near Cinema - Jack Martens Dr - Westville - Durban - 3630 - South Africa,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 7p.m.,9a.m. - 7p.m.,9a.m. - 6p.m.,-29.848937500000005,30.934062499999996
Bluff Ink Tattoo Studio,4.8,68,,+27 72 513 9194,24 Stableford Rd - bayview - Bluff - 4052 - South Africa,8a.m. - 4p.m.,8a.m. - 4p.m.,8a.m. - 4p.m.,8a.m. - 4p.m.,8a.m. - 4p.m.,8a.m. - 12p.m.,Closed,-29.916062500000002,31.003062499999984
Cp Ink Tattoos,5.0,11,,+27 67 843 2296,Shop 14B - 91 Somtseu Road Mangrove Beach Center - North Beach - Durban - 4001 - South Africa,,,,,,,,-29.8446875,31.034312499999984
Fine Line Tattoo And Piercing,4.9,442,finelinetattoo.co.za,+27 87 700 2695,8 Mackeurtan Ave - Durban North - 4051 - South Africa,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,Closed,-29.777437499999998,31.044312499999975
Blackman Ink Tattoos Durban | Tattoo Palour | Tattoo Specialist In Durban | Profesional Tattoo Artists | Tattoo Removal | Tattoo Coverups,4.9,7,http://www.blackmaninktattoos.co.za/cgi-sys/suspendedpage.cgi,+27 71 779 9833,357 Anton Lembede ST - Smith Street - CBD - Durban - 4001 - South Africa,9:30a.m. - 9p.m.,9:30a.m. - 9p.m.,9:30a.m. - 9p.m.,9:30a.m. - 9p.m.,9:30a.m. - 9p.m.,9:30a.m. - 9p.m.,9:30a.m. - 9p.m.,-29.857187500000002,31.03806249999998
New Skin Tattoos,4.7,14,,+27 60 882 2619,city center - 303 West St - Durban Central - Durban - 4001 - South Africa,9a.m. - 4p.m.,9a.m. - 4p.m.,9a.m. - 4p.m.,9a.m. - 4p.m.,9a.m. - 4p.m.,9a.m. - 2p.m.,Closed,-29.8590625,31.02443750000002
Liberty Tattoos,4.0,5,https://www.instagram.com/nixdigsink/,+27 73 695 5128,275 Florida Rd - Windermere - Durban - 4001 - South Africa,10a.m. - 2:30p.m.,9:30a.m. - 4p.m.,9:30a.m. - 4p.m.,9:30a.m. - 4p.m.,9:30a.m. - 4p.m.,9a.m. - 3p.m.,Closed,-29.830312500000005,31.01293749999998
Red Webz Tattoo Studio,4.8,22,,+27 82 570 8463,152 Kenneth Kaunda Rd - Durban North - Durban - 4016 - South Africa,9a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 1p.m.,-29.7843125,31.036687499999985
Durban Pro Inkers Tattoo And Piercing Studio Durban Central,4.8,5,,+27 71 573 7662,68 Ismail C Meer St - Durban Central - Durban - 4000 - South Africa,9a.m. - 4p.m.,9a.m. - 4p.m.,9a.m. - 4p.m.,9a.m. - 4p.m.,9a.m. - 4p.m.,9a.m. - 4p.m.,Closed,-29.8509375,31.01531249999998
Tattoo'S By Raaz,3.7,3,,+27 67 218 7306,211 Pine St - Durban Central - Durban - 4001 - South Africa,8:30a.m. - 8p.m.,8:30a.m. - 8p.m.,8:30a.m. - 8p.m.,8:30a.m. - 8p.m.,8:30a.m. - 8p.m.,8:30a.m. - 8p.m.,1 - 6:30p.m.,-29.857687500000004,31.023437500000014
Skin Art Tattoos,5.0,4,,+27 71 003 0957,121 Victoria Embankment - Durban Central - Durban - 4001 - South Africa,9a.m. - 5p.m.,9:30a.m. - 5p.m.,9a.m. - 5p.m.,9:30a.m. - 5p.m.,9a.m. - 5p.m.,10a.m. - 3:30p.m.,10a.m. - 4p.m.,-29.8611875,31.02206250000002
Tattoos By Naid,4.9,12,https://tattoos-by-naid.business.site/,+27 71 296 8448,5 Morus Pl - Bonela - Durban - 4001 - South Africa,Closed,10a.m. - 8p.m.,10a.m. - 8p.m.,10a.m. - 8p.m.,10a.m. - 8p.m.,9a.m. - 4p.m.,11a.m. - 4p.m.,-29.842437500000003,30.965812499999984
Zer031 Tattoo Studio (Aka) Durban Ink Tattoo Studio,5.0,2,,+27 62 157 6365,60 Persadh Rd - Clairwood - Durban - 4052 - South Africa,8a.m. - 6p.m.,8a.m. - 6p.m.,8a.m. - 6p.m.,8a.m. - 6p.m.,8a.m. - 4p.m.,9a.m. - 3p.m.,Closed,-29.915937500000005,30.9844375
@Calligraphy.Inktattoosdurban,5.0,3,,+27 78 861 4248,303 West St - Town - Durban - 4001 - South Africa,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 4p.m.,10a.m. - 1p.m.,-29.8590625,31.02443750000002
Just Ink Tattoo Studio,5.0,17,https://tatjustin69.wixsite.com/justink,+27 78 736 8510,114 Wood Rd - Montclair - Durban - 4061 - South Africa,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,Closed,-29.921687500000004,30.970937500000005
Teardrop Tattoo Parlour,4.5,79,teardroptattoo.co.za,+27 79 014 2954,13 The Lighthouse - Equinox Road - Umhlanga Ridge - Umhlanga - Durban - 4319 - South Africa,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 2p.m.,-29.721562499999997,31.064312499999986
Surreal Tattoos,4.9,56,surrealtattoos.co.za,+27 81 508 4852,Shop 10 - The Zen - 31 Zenith Dr - Umhlanga Ridge - Durban - 4319 - South Africa,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,10a.m. - 4p.m.,Closed,-29.7196875,31.064687500000005
Insertion Of Ink Sa,5.0,11,https://insertinksa.com/,+27 78 213 2450,31 Teignmouth Rd - Umbilo - Durban - 4094 - South Africa,,,,,,,,-29.884437499999997,30.982312499999992
Salvage Tattoo,5.0,9,salvagetattoo.co.za,+27 82 307 4100,Shop 52 - 53 Adelaide Tambo Kensington Square - Adelaide Tambo Dr - Durban North - 4051 - South Africa,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,Closed,-29.785687499999995,31.039062499999986
Throttle Brothers Tattoos,4.3,16,,+27 61 126 2879,330 Quality St - Jacobs - Bluff - 4026 - South Africa,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,10a.m. - 3p.m.,-29.938062500000008,30.989812499999985
Cebo'S Tattoo Studio/Internet Cafe,4.3,10,,+27 84 696 2866,Nubian Ave - Nsimbini area - Durban - 4091 - South Africa,9a.m. - 8p.m.,9a.m. - 8p.m.,9a.m. - 8p.m.,9a.m. - 8p.m.,8a.m. - 10p.m.,10a.m. - 4p.m.,10a.m. - 7p.m.,-29.8534375,30.952187499999994
Dark Angel Tattoos & Body Piercing,4.3,29,,+27 73 103 0447,1 Spanbury Pl - Eastbury - Durban - 4068 - South Africa,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,8a.m. - 5p.m.,-29.701812500000003,31.02318750000002
Tried And True Tattoo,5.0,11,,,47 Ashley Ave - Glen Ashley - Durban North - 4051 - South Africa,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 2p.m.,Closed,-29.7584375,31.04843750000002
Ink It Tattoos,4.7,36,inkittattoos.co.za,+27 81 414 3941,Unit 10 Pineville Junction - 81 Stapleton Rd - Cowies Hill Park - Durban - 3610 - South Africa,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 1p.m.,Closed,-29.8224375,30.87943750000001
Lotus Tattoo,5.0,2,,+27 71 423 3397,124 Helen Joseph Rd - Glenwood - Durban - 4001 - South Africa,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 10p.m.,11a.m. - 6p.m.,12 - 6p.m.,-29.860187500000002,30.9988125
Alien Ink,5.0,5,https://m.facebook.com/login.php?next=https%3A%2F%2Fm.facebook.com%2FAlien-Ink-Tattoo-Piercing-Studio-Tattooed-Goddess-751858691574308%2F%3Ftsid%3D0.6707664149184698%26source%3Dresult&refsrc=deprecated&_rdr,+27 82 857 3503,Shop No.2 - Limnos square - 1309 Sarnia Rd - Hillary - Durban - 4006 - South Africa,9a.m. - 4p.m.,9a.m. - 4p.m.,9a.m. - 4p.m.,9a.m. - 4p.m.,9a.m. - 4p.m.,9a.m. - 4p.m.,Closed,-29.8903125,30.943062499999982
Evolution Inks Tattoo Shop,5.0,13,https://evolutioninks92.wixsite.com/tattoos,+27 64 657 7570,Unit 13 - 28 Mackeurtan Ave - Swapo Rd - Durban North - Durban - 4001 - South Africa,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 2p.m.,-29.776937499999995,31.04606249999999
Denor House,3.4,12,,,347 Smith St - Durban Central - Durban - 4001 - South Africa,,,,,,,,-29.860062499999998,31.02243750000001
Zakiyya - Henna Art Durban,4.3,12,hennaart.co.za,+27 83 786 0978,94 Bardia Ave - Reservoir Hills - Durban - 4091 - South Africa,12 - 2p.m.,12 - 2p.m.,12 - 2p.m.,12 - 2p.m.,Closed,Closed,Closed,-29.809187500000007,30.9399375
Teez Kustomz,4.8,65,,+27 82 267 3118,31 Zenith Dr - Umhlanga - Durban - 4319 - South Africa,Closed,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,-29.7196875,31.064687500000005
Down 2 Earth Inkers,4.0,1,,+27 79 282 0260,537 Smith St - Durban Central - Durban - 4001 - South Africa,9a.m. - 4p.m.,9a.m. - 4p.m.,9a.m. - 4p.m.,9a.m. - 4p.m.,9a.m. - 4p.m.,9a.m. - 4p.m.,9a.m. - 4p.m.,-29.8611875,31.014187499999977
Santana Ink Tattoo And Piercings Artist Durban Contact,5.0,1,,+27 71 765 6813,8th floor PIONEER BUILDING Durban - Durban - 4091 - South Africa,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,-29.8575625,31.023437500000014
Electric Eye Tattoo,4.3,59,chrome-error://chromewebdata/,+27 31 561 2555,13 McCausland Cres - Umhlanga - 4320 - South Africa,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,-29.7269375,31.08693750000002
Misfit Ink Tattoo Studio,5.0,1,,+27 66 232 3409,Shop C20 - Wilsons Wharf - 14 Boatmans Rd - Albert Park - Durban - 4000 - South Africa,10a.m. - 9p.m.,10a.m. - 9p.m.,10a.m. - 9p.m.,10a.m. - 9p.m.,10a.m. - 9p.m.,10a.m. - 9p.m.,10a.m. - 6p.m.,-29.8663125,31.0156875
House Of Ink Pty Ltd,5.0,2,houseofink.co.za,+27 74 726 9833,77 Nizam Rd - Merebank East - Durban - 4052 - South Africa,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 3p.m.,Closed,-29.962562500000004,30.97681249999998
Blackfoot Tattoos Emporium,4.8,5,,+27 62 052 1954,P53 Bhejane Rd - KwaMashu - Durban - 4309 - South Africa,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,Open 24 hours,Open 24 hours,9a.m. - 5p.m.,-29.7454375,30.975312499999987
Iqhawe Tattoos,5.0,1,,+27 76 305 1949,197 Brand Rd - Glenwood - Durban - 4001 - South Africa,Closed,9a.m. - 4:30p.m.,9a.m. - 4:30p.m.,9a.m. - 4:30p.m.,9a.m. - 4:30p.m.,9a.m. - 4:30p.m.,9a.m. - 4:30p.m.,-29.863312500000006,30.99681249999996
Cocktail Ink Tattoos,5.0,6,https://cocktail-ink-tattoos.business.site/?utm_source=gmb&utm_medium=referral,+27 78 559 0557,79 Mhlongo Rd - Lamontville - Durban - 4001 - South Africa,8:30a.m. - 6p.m.,8:30a.m. - 6p.m.,8:30a.m. - 6p.m.,8:30a.m. - 7:30p.m.,8:30a.m. - 8p.m.,8:30a.m. - 8p.m.,8:30a.m. - 8p.m.,-29.93981250000001,30.94068750000001
Pro Rider Tattoos,4.9,12,,+27 76 378 9467,Millenium Market - Pandora St - Phoenix - Durban - 4068 - South Africa,,,,,,,,-29.7031875,31.00681249999998
Trinity Tattoos,,,,+27 71 296 8448,297 Florida Rd - Windermere - Durban - 4001 - South Africa,,,,,,,,-29.8299375,31.011937500000002
Tattoos By Kimeshan,4.8,10,https://tattoos-by-kimeshan.business.site/?utm_source=gmb&utm_medium=referral,+27 72 454 8103,80 Grove End Dr - Phoenix - Durban - 4068 - South Africa,Closed,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,-29.6985625,31.023437500000014
2Wice Ink Tattoos,,,,,Smith St - Durban Central - Durban - 4001 - South Africa,,,,,,,,-29.8593125,31.0253125
Bhubesi Ink,5.0,1,,+27 84 533 1355,159 10th Ave - Morning Side - Durban - 4001 - South Africa,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 2:30p.m.,-29.832687500000006,31.0156875
Skin Graaf Ink Tattoo And Piercings,,,,+27 83 376 0338,shop no 7 - 531 Sarnia Rd - Sea View - Durban - 4094 - South Africa,Closed,11a.m. - 8p.m.,11a.m. - 8p.m.,11a.m. - 8p.m.,11a.m. - 8p.m.,11a.m. - 8p.m.,11a.m. - 8p.m.,-29.901812500000005,30.963312499999986
Tattoos King Magic,5.0,4,https://www.facebook.com/,+27 81 309 3637,8 Bell St - HighSpray - Durban - 4001 - South Africa,,,,,,,,-29.866187500000002,31.043562499999993
Blackman Ink,5.0,1,,,357 Smith St - Durban Central - Durban - 4001 - South Africa,,,,,,,,-29.860062499999998,31.021812499999996
Henna By Sumayya J - Durban,,,,+27 76 092 5400,Lilian Ngoyi Rd - Morningside - Durban - 4001 - South Africa,,,,,,,,-29.818687500000003,31.02206250000002
Step Up (Tattoos// Piercings// Permanent Make Up),4.6,18,https://stepuptattoos.business.site/?utm_source=gmb&utm_medium=referral,+27 72 117 7553,shop 35 (ground level - Kloof Village Mall - 33 Village Rd - Kloof - Durban - 3610 - South Africa,Closed,9a.m. - 4p.m.,9a.m. - 4p.m.,9a.m. - 4p.m.,9a.m. - 4p.m.,9a.m. - 2p.m.,Closed,-29.792937499999994,30.833062499999997
Tattooing,,,,+27 31 312 5975,453 Windermere Gve - Morningside - Durban - 4001 - South Africa,,,,,,,,-29.822812500000005,31.022312500000012
South Side Ink,4.7,13,chrome-error://chromewebdata/,+27 84 346 2616,Shop B05 - Granada Square - 16 Chartwell Dr - Umhlanga - Durban - 4319 - South Africa,Closed,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,12 - 5p.m.,-29.727687500000002,31.084812500000012
Simba Tattoos,4.6,33,https://simba-tattoos.business.site/,+27 61 457 6351,41 Heathrow Ave - Riet River - Verulam - 4339 - South Africa,9:30a.m. - 5p.m.,9a.m. - 5p.m.,9:30a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 4:30p.m.,9a.m. - 4:30p.m.,-29.666812500000006,31.033812499999996
Ink Slave,,,https://ink-slave.business.site/?utm_source=gmb&utm_medium=referral,+27 84 551 6742,Room 406 floor number 4 - West Street - 330 pioneer place - Durban Central - Durban - 4000 - South Africa,9a.m. - 8a.m.,9a.m. - 8p.m.,9a.m. - 8p.m.,9a.m. - 8p.m.,9a.m. - 8p.m.,9a.m. - 9p.m.,10a.m. - 7a.m.,-29.858062500000003,31.023312500000017
Skinart Tattoo Training,5.0,6,https://www.skinart.co.za/,+27 72 151 8259,1 King Shaka Ave - Point - Durban - 3610 - South Africa,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,-29.867312500000004,31.046312499999985
Santana Tattoo Artist Durban Matunhire,,,,+27 71 765 6813,8th floor - Room 817 - 330 West St - Durban Central - Durban - 4001 - South Africa,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,-29.8581875,31.023437500000014
Exotic Arts Tattoo Studio,,,,+27 76 692 4556,59 Donkin Road Parlock Newlands West - Durban - 4037 - South Africa,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,-29.7986875,30.982187499999995
Throttle Brothers Tattoos,3.0,2,,+27 73 278 6492,574 Tara Rd - Wentworth - Bluff - 4052 - South Africa,,,,,,,,-29.938687500000007,30.989937499999982
Tropical Ink Tattoo & Piercing,4.9,7,tropicalink.co.za,+27 31 561 2555,11 McCausland Cres - Umhlanga - 4320 - South Africa,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,Closed,-29.7269375,31.087437500000007
Majestic Ink,,,,+27 72 054 9570,Greenwood Park - Durban North - 4051 - South Africa,8a.m. - 6p.m.,8a.m. - 6p.m.,8a.m. - 6p.m.,8a.m. - 6p.m.,8a.m. - 6p.m.,8a.m. - 6p.m.,8a.m. - 6p.m.,-29.778437499999995,31.020312500000003
Dit'Studio'S,,,,+27 84 517 8475,Pine Rd - Clairwood - Durban - 4052 - South Africa,,,,,,,,-29.914937500000008,30.982312499999992
